id	question	doc-id-list	answers
-1185526621240946457	who lives on the 50th floor of trump tower new york	841327839_30783-31845	At around 5 : 30 p.m. ( EDT ) on April 7 , 2018 , a 4 - alarm fire broke out in a condominium in the tower 's 50th floor , killing a resident, Todd Brassner,  and injuring six firefighters.::The 67-year-old Todd Brassner, an art dealer, lived in his apartment on the 50th floor of the tower.
-746800264484475157	what happened to the car in chitty chitty bang bang	846745735_929-2146	The car was privately owned by Pierre Picton of Stratford - upon - Avon from the early 1970s until May 2011. The car was sent to Los Angeles, USA, to be auctioned on 22 May 2011. The winning bidder was New Zealand film director Sir Peter Jackson , who according to his spokesperson said he would use it as a charity fund - raising vehicle.
-9157783392897935359	when did sunderland last win the fa cup	843042554_623-1413	Sunderland Association Football Club has won the FA Cup twice, and the last one was 1973.::Sunderland Association Football Club last won the FA Cup in 1973.
4617243726965265838	where does the last name carrillo come from	785718595_669-2022	Carrillo is a Spanish surname, and reference to the family dates back to the Kingdom of Castile in the thirteenth century.  There were two brothers who were so loyal to each other and called by the Castilians Carrillo, which is given several false etymologies: `` loyal or devoted '', implying that the brothers were very close one to another like the `` carillon bells of the church towers '', or comparing them to `` two wheels on a cart ''.  They received the titles of Count of Priego for the elder brother, and Marquis De La Guardia for the younger.  All lines of the Carrillo family are said to branch from these two brothers. The name also appears in connection with an ancient Spanish legend concerning the Siete Infantes de Lara.::Carrillo is a Spanish surname, and reference to the family dates back to the Kingdom of Castile in the thirteenth century. There were two brothers who were so loyal to each other and called by the Castilians Carrillo, which is given several false etymologies: `` loyal or devoted '', implying that the brothers were very close one to another like the `` carillon bells of the church towers '', or comparing them to `` two wheels on a cart ''. They received the titles of Count of Priego for the elder brother, and Marquis De La Guardia for the younger. All lines of the Carrillo family are said to branch from these two brothers.
-5987218308562253475	what is the use of sterile gloves in first aid kit	859610626_73-1095	Sterile gloves can be used for medical examinations and are generally used in medical procedures.::Medical gloves (available as sterile or non-sterile) are disposable gloves used during medical examinations and procedures to help prevent cross-contamination between caregivers and patients.
-7957383435127010409	where do red deer live in the uk	815559543_9576-11480	In the UK , indigenous populations occur in Scotland , the Lake District , and the South West of England ( principally on Exmoor ) . In addition, other substantial red deer herds originated from escapes or deliberate releases in the New Forest , the Peak District , Suffolk , Lancashire , Brecon Beacons , and North Yorkshire.::In the Netherlands, Red deer lives in the Oostvaarders Plassen , a nature reserve . In the UK , indigenous populations occur in Scotland , the Lake District , and the South West of England ( principally on Exmoor ) .In addition, other substantial red deer herds originated from escapes or deliberate releases in the New Forest , the Peak District , Suffolk , Lancashire , Brecon Beacons , and North Yorkshire.
6024288240639443811	distinguish between shipowner’s lien & maritime lien	771847086_4176-4795	A Shipowner 's Lien is a possessory lien which is the major difference between it and other maritime liens. It may entitle the shipowner to retain the cargoes as security for the payment of a debt. However , some authorities state that there is no difference between shipowner 's lien and maritime lien.
7554245626905182347	difference between stratified random sampling and cluster sampling	801607701_1938-2567	"The main difference between cluster sampling and stratified sampling is that in cluster sampling the cluster is treated as the sampling unit so sampling is done on a population of clusters ( at least in the first stage ) . In stratified sampling , a random sample is drawn from each of the strata , whereas in cluster sampling only the selected clusters are sampled . A common motivation of cluster sampling is to reduce costs by increasing sampling efficiency, but the motivation of stratified sampling is to increase precision.::The main difference between cluster sampling and stratified sampling is that in cluster sampling the cluster is treated as the sampling unit so sampling is done on a population of clusters. In stratified sampling , the sampling is done randomly on elements within each strata, whereas in cluster sampling only the selected clusters are sampled .
A motivation of cluster sampling is to reduce costs by increasing sampling efficiency, while the motivation in stratified sampling is to increase precision."
449781254857875421	where do you find guinea pigs in the wild	850931827_11086-12414	C. porcellus is not found naturally in the wild. Some species of cavy identified in the 20th century, such as C. anolaimae and C. guianae, may be domestic guinea pigs that have become feral by reintroduction into the wild.  Wild cavies are found on grassy plains and occupy an ecological niche similar to that of cattle.   They frequently seek shelter in the burrows of other animals, as well as in crevices and tunnels formed by vegetation.
-3789466103255999887	what's the difference between a tom and a jake turkey	816050774_1859-2895	Adult male wild turkeys are called toms or gobblers, juvenile males are called jakes.
683942392121287533	what are the different types of operating systems for computers	799836073_1127-1892	The dominant desktop operating system is Microsoft Windows with a market share of around 83.3 % . macOS by Apple Inc. is in second place ( 11.2 % ) , and the varieties of Linux are collectively in third place ( 1.55 % ) . Linux distributions are dominant in the server and supercomputing sectors .::The dominant desktop operating system is Microsoft Windows, and macOS by Apple Inc. is in second place followed by the varieties of Linux collectively in third place.  Linux distributions are dominant in the server and supercomputing sectors.
-1698086628464751677	where was home alone 2 lost in new york filmed	804339739_1601-2683	Home Alone 2: Lost in New York was shot in Winnetka , Illinois ; O'Hare International Airport in Chicago ; Evanston , Illinois ; and New York City. The exterior of Duncan 's Toy Chest in New York City was filmed outside of the Rookery Building in downtown Chicago . The Miami scenes were filmed in Los Angeles , including an exterior of Miami International Airport which was filmed at Los Angeles International Airport .::Home Alone 2: Lost in New York was shot in Winnetka , Illinois ; O'Hare International Airport in Chicago ; Evanston , Illinois ; New York City; downtown Chicago; Los Angeles and Los Angeles International Airport .
-6493774441639084691	when did the first color tv go on sale	856809192_22716-24010	CBS had bought a television manufacturer in April , and in September 1951 , production began on the only CBS - Columbia color television model , with the first color sets reaching retail stores on September 28. Only 200 sets had been shipped , and only 100 sold , when CBS discontinued its color television system on October 20 , 1951 , ostensibly by request of the National Production Authority for the duration of the Korean War , and bought back all the CBS color sets it could to prevent lawsuits by disappointed customers.::The first color television reached retail stores on September 28 1951.
-2168231850605612250	why do i see stars after rubbing my eyes	828999368_1340-2347	The most common phosphenes are pressure phosphenes, caused by rubbing or applying pressure on or near the closed eyes. Pressure phosphenes can persist briefly after the rubbing stops and the eyes are opened, allowing the phosphenes to be seen on the visual scene.
4149183838743070701	what type of chemical reactions do digestive enzymes catalyze	811335386_30027-30702	Enzymes such as amylases and proteases break down large molecules (starch or proteins, respectively) into smaller ones, so they can be absorbed by the intestines. Enzymes hydrolyze the starch chains into smaller molecules such as maltose and eventually glucose, which can then be absorbed. In ruminants, which have herbivorous diets, microorganisms in the gut produce another enzyme, cellulase, to break down the cellulose cell walls of plant fiber.
1892065176424955478	queen news of the world album art meaning	855002572_12579-13597	The album's cover was a painting by American sci-fi artist Frank Kelly Freas. The painting inspired the band to contact Freas, who agreed to alter the painting for their album cover, by replacing the single dead man with the four ``dead'' band members.
2192122692118726391	what does a doctor of public health do	851214014_1057-1634	Doctors of public health, DrPH often occupy executive leadership roles in private and public sectors along with, non-profit and international health entities such as the WHO. Some of them pursue academia including teaching and research.
-6999697523595400515	where is the holy grail in the last supper	815801382_169-893	The Holy Chalice, in the form of the Holy Grail, is the vessel which in Christian tradition Jesus used at the Last Supper to serve the wine.::The Holy Chalice in the form of the Holy Grail became a topos in Arthurian romance in the high medieval period. There are two artifacts  identified as the Holy Chalice, one kept in Genoa and the other in Valencia.
4709130042620907818	where was jack and the giant slayer filmed	817289832_11629-12301	"""Jack the Giant Slayer"" was filmed in the British countryside, Somerset , England , Wells , Cheddar,  secret locations in the county including scenes filmed at Wells Cathedral. Scenes were shot at Puzzlewood in the Forest of Dean near Coleford , Gloucestershire and at Norwich Cathedral in Norwich , Norfolk ."
3686772639482806984	where was monty python life of brian filmed	826129866_13651-14943	The film was shot on location in Monastir, Tunisia; in Sousse, Jerusalem outer walls and gateway; Carthage, Roman amphitheatre; and Matmata, Tunisia.
4329095434614270512	where can a synapse be located on a neuron	814167023_1481-2547	Synapses are essential to neuronal function: neurons are cells that are specialized to pass signals to individual target cells, and synapses are the means by which they do so.   In many synapses, the presynaptic part is located on an axon and the postsynaptic part is located on a dendrite or soma.
-1419966897665029981	what kinds of programs made up the new deal during the 1930s and who were they trying to help	828055636_1753-3534	The New Deal was a series of programs, public work projects, financial reforms and regulations enacted in the United States between 1933 and 1936 in response to the Great Depression.  These programs included support for farmers, the unemployed, youth and the elderly.
-7376747951893023614	what is soil erosion and what are the main causes of soil erosion	804134676_145-719	"Soil erosion is the displacement of the upper layer of soil , one form of soil degradation.
The agents of soil erosion are water and wind, each contributing to a significant amount of soil loss each year ."
4290547065829127681	what does turkey have to do with thanksgiving	814413564_125-966	Thanksgiving dinner are made from foods native to the New World, generally with a large roasted turkey. The Pilgrims learned how to grow these foods from the Native Americans and were incredibly grateful for these new foods, which is where we get the name Thanksgiving.
712658333053805776	necessity is the mother of invention who said this	802402755_1073-2035	The author of this proverb is unknown. The earliest actual usage of the proverb Necessity is the mother of invention is sometimes ascribed to Richard Franck in his book Northern Memoirs (1658).
3137657026940870462	what is an example of a eukaryotic organism	857110736_838-1584	Eukaryotes  are organisms whose cells have a nucleus enclosed within membranes , unlike prokaryotes,  Bacteria and Archaea. Animals and plants are the most familiar eukaryotes .::Eukaryotes are organisms whose cells have a nucleus enclosed within membranes. Animals and plants are the most familiar eukaryotes .
-8853358856940691651	who said a horse my kingdom for a horse	826096157_13500-14104	"Richard is soon unhorsed on the field at the climax of the battle of Bosworth Field, and cries out , `` A horse , a horse, my kingdom for a horse ! ''::Richard III was the one who said ""A horse , a horse , my kingdom for a horse!"""
-4430690018111180430	when was the death penalty abolished in usa	866122579_338-1003	Capital punishment is a legal penalty in the United States, currently used by 30 states, the federal government, and the military.  It has never been abolished in USA.
-2728277756584247930	how many views does red vs blue have	801814936_31905-32874	Red vs. Blue attracted interest immediately ; the first episode had 20,000 downloads within a day.  Red vs. Blue continued to attract more attention , and , by April 2004 , Kevin J. Delaney of The Wall Street Journal estimated that weekly viewership was between 650,000 and 1,000,000.::By April 2004 , Kevin J. Delaney of The Wall Street Journal estimated that the viewing of Red vs. Blue reached between 650,000 and 1,000,000 views per week.
-5079788008971782787	why did tom and lynette separate on desperate housewives	834506868_18692-20300	The holiday turns out badly and the relationship deteriorates and becomes extremely awkward.  The two talk for a while and Lynette confesses that when she thought Tom had left, she felt relieved, leading the pair to finally decide to separate.
-6261874607090673789	how many episodes in a season of stranger things	822291943_65156-65617	The first season of Stranger Things consisted of eight one-hour-long episodes. The second season consisted of nine episodes and the third season is expected to consist of eight episodes.::The first season of Stranger Things consisted of eight episodes. The second season consisted of nine episodes and the third season is expected to have eight episodes.
-7798268403935418913	what is the area of a tennis court	842253126_831-1799	The dimensions of a tennis court are defined and regulated by the International Tennis Federation ( ITF ) governing body and are written down in the annual 'Rules of Tennis' document. The court is 78 feet long, 27 feet wide for singles matches and 36 feet for doubles. Additional clear space around the court is needed in order for players to reach overrun balls for a total of 60 feet wide and 120 feet long.::The court is 78 feet long and 27 feet wide for singles matches or 36 feet wide for doubles matches. Additional clear space around the court is needed in order for players to reach overrun balls for a total of 60 feet wide and 120 feet long.
-2209539075730471102	where did the band name skillet come from	804540799_1943-3322	John Cooper, the lead vocalist, explains that it was a joke at first.  Since each other band had a different sound and style to it, the side project was said to be like putting all of those styles in a big skillet to come up with something unique, hence the band name ' Skillet '.
-6186422555595268170	what kind of offense does bill belichick run	809837051_940-1507	The Patriots run a modified `` Ron Erhardt - Ray Perkins '' offensive system; this system is noted for its multiple formation and personnel grouping variations on a core number of base plays.
94342033538945935	the major contribution of an account planner during the creative execution stage is to	834140201_1565-4282	Account planners' primary function is to find consumer truth and insight that helps the creative teams create work that is not only entertaining and highly memorable but also relevant to the consumer and effective in the marketplace.  They inform their strategic thinking and are ultimately responsible for the work that informs, and the penning of, the creative brief.
-8795691604352827701	what type of economic system does french guiana have	800968273_308-932	The economy of French Guiana is tied closely to that of France through subsidies and imports .Besides the French space center at Kourou , fishing and forestry are the most important economic activities . The large reserves of tropical hardwoods , not fully exploited , support an expanding sawmill industry which provides sawn logs for export . French Guiana is heavily dependent on imports of food and energy .::The economy of French Guiana is tied closely to that of France through subsidies and imports.  The fishing and forestry are the most important economic activities. The large reserves of tropical hardwoods support an expanding sawmill industry which provides sawn logs for export. French Guiana is heavily dependent on imports of food and energy.
-5037631335568992834	where was the new movie king arthur filmed	804895188_9744-10338	The new movie king arthur was filmed in Windsor Great Park, North Wales, Snowdonia (where locations used were Tryfan , Nant Gwynant near Beddgelert and Capel Curig), in the Shieldaig , Loch Torridon and Applecross areas of Wester Ross in the Scottish Highlands and at The Quiraing on the Isle of Skye. Filming also took place at Warner Bros. Studios , Leavesden.
-6905980758143721249	she had the need to feel the thunder meaning	810849806_1341-1939	Going home that night in the truck I started singing she has a need to feel the thunder: `` That Summer started out as a single guy and a married woman meeting at a party. The married woman being ignored by whom she was with, and they snuck off together.
549304558578575539	what does rdw mean in a blood test when it is high	850333763_102-851	Red blood cell distribution width (RDW or RDW - CV or RCDW and RDW - SD) is a measure of the range of variation of red blood cell (RBC) volume that is reported as part of a standard complete blood count. Higher RDW values indicate greater variation in size.::RDW, or red blood cell distribution width, is a measure of the range of variation of red blood cell volume that is reported as part of a standard complete blood count. Higher RDW values indicate greater variation in cell size.
9096879976995801653	can two teams from the same conference play in the nba finals	853010237_56-935	The National Basketball Association Conference Finals are the Eastern and Western championship series of the National Basketball Association ( NBA ) . At the end of the playoffs , the top two teams play each other in the Conference Finals , to determine the Conference Champions from each side , who then proceed to play in the NBA Finals.::Eight teams from each of the league 's two conferences qualify for the playoffs, at the the end of which, the top two teams play each other in the Conference Finals. The champion from each conference then proceed to play in the NBA Finals.
7735713553029164133	when do pam and jim have a baby	820591662_1013-1886	"Pam starts having contractions but insists on waiting till midnight to go to the hospital in order to get an extra night at the hospital, irritating Jim. She eventually goes to the hospital and gives birth to a daughter.::On the episode ""The Delivery,"" Pam starts having contractions but insists on waiting till midnight to go to the hospital in order to get an extra night at the hospital, irritating Jim. She eventually goes to the hospital and gives birth to a daughter."
-7457509210112241964	what is the name of the mayan ball game	803807172_2057-2697	In English , is it often called pok - ta - pok ( or pok - a-tok ) . In Nahuatl , the language of the Aztecs , it was called ōllamaliztli ( ( oːlːamaˈlistɬi ) ) or tlachtli ( ( ˈtɬatʃtɬi ) ) . In Classical Maya , it was known as pitz . In modern Spanish , it is called el juego de pelota maya ( `` the Maya ballgame '' ) , el juego de pelota mesoamericano ( `` the Mesoamerican ballgame '' ) , or simply pelota maya ( `` Maya ball '' ) .::In English , the Mesoamerican ballgame is often called pok - ta - pok ( or pok - a-tok ) . In Nahuatl , the language of the Aztecs , it was called ōllamaliztli or tlachtli. In Classical Maya , it was known as pitz . In modern Spanish , it is called el juego de pelota maya, el juego de pelota mesoamericano, or simply pelota maya.
-4298273652440517986	what are the terms for the organs in the female reproductive system	845794005_530-1336	The female reproductive system is made up of the internal and external sex organs. The internal sex organs are the uterus , Fallopian tubes , and ovaries. The external sex organs are also known as the genitals and these are the organs of the vulva including the labia , clitoris , and vaginal opening. The vagina is connected to the uterus at the cervix.
562859943730386768	where is hawaii located in the united states	800797936_2227-2752	Hawaii is the only U.S. state located in Oceania and the only one composed entirely of islands. Hawaii is the only U.S. state located outside North America.::Hawaii is located outside North America in Oceania.  It is the northernmost island group in Polynesia , occupying most of an archipelago in the central Pacific Ocean.
-1058151278382458574	who played belle on days of our lives	800462486_2274-3316	The role of Belle was played by Kirsten Storms from August 5, 1999, to July 16, 2004, then by Charity Rahmer who briefly played the role from July 19 to August 9, 2004.  Martha Madison appeared in the role thereafter.
1663377284030623077	who plays the crystal ball in haunted mansion	843341949_7617-8294	Madame Leota appears in the ride as a head encased within a crystal ball. Her ghostly head appears on a table in the middle of her dark chamber, from which she speaks her incantations. She was played by Leota Toombs (face) and Eleanor Audley (voice).::Madame Leota, played by Leota Toombs ( face ) and Eleanor Audley ( voice ), appears in the ride as a head encased within a crystal ball .
2828762734643755842	what do the 3 colors on the irish flag mean	843548530_3635-4826	The green pale of the flag symbolizes Roman Catholics , the orange represents the minority Protestants who were supporters of William of Orange, who had defeated King James II and his predominantly Irish Catholic army at the Battle of the Boyne in 1690. The white in the center signifies a lasting peace and hope for union between Protestants and Catholics in Ireland.
420253949011308424	how many passengers can a train carry in india	801518979_1608-2588	In 2015 - 16, Indian Railways carried 8.107 billion passengers annually or more than 22 million passengers a day.
4903458443945017134	who gave sociology its name and promoted the scientific study of society	842905559_6046-7556	It was first coined in 1780 by the French essayist Emmanuel - Joseph Sieyès (1748 -- 1836) in an unpublished manuscript.  Sociology was later defined independently by the French philosopher of science, Auguste Comte (1798 -- 1857) who endeavored to unify history, psychology and economics through the scientific understanding of the social realm.
-1135128180220222206	where is acetylcholine released in the sympathetic nervous system	856406352_10542-11502	At a schematic level, the sympathetic and parasympathetic nervous systems are both organized in essentially the same way: preganglionic neurons in the central nervous system send projections to neurons located in autonomic ganglia; these neurons then send output projections to virtually every tissue of the body. In the sympathetic nervous system the output connections mainly release noradrenaline, although acetylcholine is released at a few points, such as the sudomotor innervation of the sweat glands.
-6257074308122980519	where did bernette sewing machine get its name	844296291_5491-6545	Since 1959, Odette Ueltschi took the lead role at Bernina. The enduring mark which Odette Gegauf-Ueltschi left on the company is reflected in the name of the bernette sewing machine line, formed by a combination of the first half of the brand name and the second half of her given name.
4017260368384185326	how many high schools are in fort collins colorado	837941279_4188-4699	There are four comprehensive public senior high schools in Fort Collins Colorado operated by the Poudre School District and two public charter high schools are chartered through PSD.::There are four comprehensive public senior high schools in Fort Collins Colorado operated by the Poudre School District which also operates four alternative high schools for students who thrive in smaller environments or require flexible educational options.
-7046188315681934491	where did the name pittsburgh pirates come from	797856880_2936-4197	The Athletics failed to include Lou Bierbauer on their reserve list, and the Alleghenys picked him up. Although the Alleghenys were never found guilty of wrongdoing, they made sport of being denounced for being ``piratical'' by renaming themselves ``the Pirates'' for the 1891 season.
-5238046377837894403	who survived in the water after titanic sank	841719735_81130-82166	Less than a third of those aboard Titanic survived the disaster from the sinking of the RMS Titanic. Five of six first - class and all second - class children survived. Of the pets brought aboard , three survived the sinking .::Less than a third of those aboard Titanic survived the disaster. Five of six first-class and all second-class children, in addition to only three pets survived the sinking .
-8311130714158720747	where do tony and maria meet in west side story	841039663_17201-18195	"At the dance, Tony and Maria see each other across the room and are drawn to each other.  An infatuated and happy Tony finds Maria's building and serenades her outside her bedroom (""Maria"").  She appears on her fire escape, and the two profess their love for one another (""Tonight"").::At the dance, Tony and Maria see each other across the room and are drawn to each other. They dance together, forgetting the tension in the room and fall in love."
2095759692582991008	who does andre johnson play for in the nfl	803475089_981-1500	Andre Lamont Johnson played the majority of his NFL career with the Houston Texans of the National Football League ( NFL ) , and he was also a member of the Indianapolis Colts and Tennessee Titans .
-7124668090213410439	when is have you been paying attention on	807624278_5555-6324	"The second season of ""Have You Been Paying Attention?"" premiered on 23 February 2014 in the new timeslot of 6pm Sunday . On 9 April 2014 , it was announced that the show would be moved from the 6pm Sunday timeslot to 9.30 pm Monday. Following a six - week hiatus , the show returned on Monday 19 May 2014 . Beginning on 14 July , season two moved an hour earlier to 8 : 30pm"
-8561149196031661498	in what season does jim die in ghost whisperer	838676711_1531-2390	In the fourth season, Jim is shot and killed.
-2179602389062435723	what was the cause of the whiskey rebellion	811875897_756-1917	The Whiskey Rebellion (also known as the Whiskey Insurrection) was a tax protest in the United States beginning in 1791 during the presidency of George Washington. Many of the resisters were war veterans who believed that they were fighting for the principles of the American Revolution, in particular against taxation without local representation, while the federal government maintained that the taxes were the legal expression of Congressional taxation powers.
44489631775189274	what was the importance of the hajj (pilgrimage) to mecca	828205636_23217-24059	Apart from being an obligatory religious duty, the Hajj is seen to have a spiritual merit that provides the Muslims with an opportunity of self - renewal. After successful pilgrimage , pilgrims can prefix their names with the title ' Al - Hajji ' , and are held with respect in Muslim society. Hajj brings together and unites the Muslims from different parts of the world irrespective of their race, color, and culture , which acts as a symbol of equality.
-818115353028743350	where is the euphrates river located on a world map	807574222_1788-2448	The Euphrates, together with the Tigris , it is one of the two defining rivers of Mesopotamia. Originating in eastern Turkey, the Euphrates flows through Syria and Iraq to join the Tigris in the Shatt al-Arab, which empties into the Persian Gulf.::The Euphrates, one of Western Asia rivers, is one of two defining rivers of Mesopotamia. It originates in eastern Turkey , the Euphrates flows through Syria and Iraq to join the Tigris in the Shatt al - Arab , which empties into the Persian Gulf .
7638349360184441388	what is the difference between somatic cells and germ cells	841424420_1873-2677	Germ cells produce gametes and are the only cells that can undergo meiosis as well as mitosis . The lineage of germ cells is called germ line as well. Somatic cells are all the other cells that form the building blocks of the body and they only divide by mitosis .::Germ cells produce gametes and are the only cells that can undergo meiosis as well as mitosis. Somatic cells are all the other cells that form the building blocks of the body and they only divide by mitosis.
6020569154386049596	the teardrop island off the coast of sharjah	862578731_2888-3530	Abu Musa island is located 70 kilometres south of Bandar - e Shenas and 65 kilometres  north - northwest of Sharjah . It is one of the main ports for exporting oil from Iran .
5252960823188128213	who was the race car driver who lost both of his legs	799297786_13009-14027	Alex Zanardi lost both legs ( one at the thigh and one at the knee ) in the impact and nearly three - quarters of his blood volume in his most competitive race of 2001
-7984490910105480456	where is the constellation sagittarius located in the sky	795592460_831-1271	Sagittarius is one of the constellations of the zodiac, and it lies between Scorpius and Ophiuchus to the west and Capricornus to the east .::It lies between Scorpius and Ophiuchus to the west and Capricornus to the east .
-3009492011341949150	what is the significance of the mariner shooting the albatross	850887595_513-1297	It is regarded as an act that will curse the ship.  The albatross is then literally hung around the mariner's neck by the crew to symbolize his guilt.::The titular mariner shoots the albatross is regarded as an act that will curse the ship, and the albatross is then literally hung around the mariner 's neck by the crew to symbolize his guilt in killing the bird.
-981784857787368100	why is it that philippines is prone to typhoon	865341845_92-873	The country is surrounded by large bodies of water and faces the Pacific Ocean where 60 % of the world 's typhoons are made.::The Philippines' evident risk to natural disasters is due to its location. The country is surrounded by large bodies of water and faces the Pacific Ocean where 60 % of the world 's typhoons are made.
3713277277133129358	what is the genetic mutation of huntington's disease	834242094_1823-2875	The disease is caused by an autosomal dominant mutation in either of an individual's two copies of a gene called Huntingtin.  The Huntingtin gene provides the genetic information for a protein that is also called `` huntingtin ''.  Expansion of CAG (cytosine - adenine - guanine) triplet repeats in the gene coding for the Huntingtin protein results in an abnormal protein, which gradually damages cells in the brain, through mechanisms that are not fully understood.
4211543521749130227	how many arms of government do we have in ghana	832734335_958-1402	Politics of Ghana takes place in a framework of a presidential representative democratic republic, whereby the President of Ghana is both head of state and head of government, and of a multi-party system. Executive power is exercised by the government. Legislative power is vested in both the government and Parliament. The Judiciary is independent of the executive and the legislature.
-3586892263152763330	where was game of thrones season 2 filmed	798882302_30341-31191	For the second season , the city of Dubrovnik , Croatia , was used. Scenes set north of the Wall were filmed in Iceland. New shooting locations in Northern Ireland include The Linen Mill Film & Television Studios in Banbridge , Ballintoy Harbor and Downhill Strand. As the story in the second season required that the Winterfell set be expanded , a new set for Winterfell was built at the Moneyglass Estate near Toome village.
-2619341853819375368	where was dream academy life in a northern town filmed	832663263_2594-3149	Two different music videos were made for the song. The first was filmed in Hebden Bridge in West Yorkshire, England. The second was filmed in and around Newcastle upon Tyne with some scenes filmed in Manchester in the UK and in Aliquippa, Pennsylvania, United States, using footage of the now - closed LTV Steel and Duquesne Light facilities. The video featured footage from one of their first TV appearances, on The Tube.::The first video was filmed in Hebden Bridge in West Yorkshire, England. The second was filmed in and around Newcastle upon Tyne with some scenes filmed in Manchester in the UK and in Aliquippa, Pennsylvania, United States.
-6395935574237022352	where should your head be when you sleep	843288126_2097-2758	"Vastu Shastra suggests not to sleep towards North for people living in Northern hemisphere and not towards South in case of Southern Hemisphere. Blog by Sadhguru quotes , `` East is the best direction."" West is alright.::According to the Indian Vastu Shastra and Chinese Feng shui systems that describe favorable and unfavorable geographical directions for sleeping, people living in Northern hemisphere shouldn't sleep towards North and those in the Southern Hemisphere shouldn't sleep not towards South. While east is the best direction, north-east is okay. West is alright. South, if you must and orth is the worst."
5871290341878801394	when was the first hot dog eating contest	850414387_4001-5682	Nathan 's promoter Mortimer Matz claimed that on July 4 , 1916 , four immigrants held a hot dog eating contest at Nathan 's Famous stand on Coney Island to settle an argument about who was the most patriotic. In 2010, however, promoter Mortimer `` Morty '' Matz admitted to having fabricated the legend of the 1916 start date. The Nathan 's Hot Dog Eating Contest has been held at the original location on Coney Island most years since about 1972 , usually in conjunction with Independence Day.
-3588926435153227866	who does the voice of the gecko in the geico commercials	846445819_3296-4365	The original commercial featured the Gecko voiced by Kelsey Grammer, later `` wrong number '' ads used Dave Kelly as the voice of the gecko.
910462400592345171	where to find dragon ball super english dub	819539421_3381-4257	Dragon Ball Super received an English - language dub that premiered on the Toonami channel in Southeast Asia and India in January 2017.  Also, it is aired in Israel on Nickelodeon and in Portugal on SIC.  It would be broadcast in France, Italy, Spain, and English - speaking Africa.  An official English sub of the series would be simulcasted legally on Crunchyroll, Daisuki.net, and Anime Lab beginning October 22, 2016.   They will be simulcasting the series on their streaming platform FunimationNow.  They have also started airing on Adult Swim's Toonami block starting January 7, 2017.::The English dub of Dragon Ball Super began airing on Adult Swim's Toonami block January 7, 2017.
7051529345552595214	where did the pelicans nba team come from	843522128_1125-1962	The Pelicans were established as the New Orleans Hornets in the 2002 -- 03 season when then - owner of the Charlotte Hornets, George Shinn, relocated the franchise to New Orleans.  On January 24, 2013, the franchise announced it would rename itself the Pelicans.::The Pelicans were established as the New Orleans Hornets in the 2002 -- 03 season.
-8087022171654146155	what is chicago o hare airport named after	803437361_1743-2699	"Colonel Robert R. McCormick, publisher of the Chicago Tribune, suggested that the name of Chicago's Orchard Depot Airport be changed as a tribute to ""Butch"" Edward O'Hare for his Medal of Honor flight."
4046273788012018858	who led the soviet union at the end of world war ii	800657897_57317-58439	Stalin directed the Red Army to move rapidly in a broad front into Germany.   Some historians argue that Stalin delayed the last final push for Berlin by two months in order to capture other areas for political reasons,::Stalin directed the Red Army to move rapidly in a broad front into Germany and he made the overriding objective capturing Berlin. By April 24, Berlin was encircled by elements of two Soviet fronts and on 30 April, Hitler and Eva Braun committed suicide. German forces surrendered a few days later.
-99346739796069278	what is the difference between catalonia and barcelona	809180503_2081-3047	"Catalonia is an autonomous community of Spain located on the northeastern extremity of the Iberian Peninsula .
The capital and largest city is Barcelona , the second-most populated municipality in Spain.::Catalonia is an autonomous community of Spain located on the northeastern extremity of the Iberian Peninsula . The capital and largest city of Catalonia is Barcelona ."
4114782670924372000	when does the next season of the defenders come out	856800529_22719-23386	In March 2014, Loeb stated that the miniseries, officially titled Marvel's The Defenders, would begin filming after Iron Fist. The eight-episode event premiered on August 18 , 2017.
-3902825304920870179	how many babies does a desert tortoise have	801238658_9441-10280	A female desert tortoise lays a clutch of four to eight hard-shelled eggs and produce up to three clutches a year depending on the climate.::The female Desert tortoise lays a clutch of four to eight hard - shelled eggs, and the wild female tortoises produce up to three clutches a year depending on the climate .
2907767525159818624	who invented the photo booth called a photomaton in the 1920's	825508981_1674-2269	The modern concept of photo booth with a curtain originated with Anatol Josepho, who had arrived in the U.S. from Russia in 1923.
8295407096961718915	who rode the horse down the mountain in the man from snowy river	804067395_4038-4967	Jim goes forward and returns the horses to Harrison's farm and rides back up to the mountain country.
-4950157748050369011	what is the difference between los angeles and los angeles county	856883712_2376-3205	Los Angeles County, officially the County of Los Angeles has 88 incorporated cities including Los Angeles that is its most populous city at about four million.
-5559518856875103780	when did deion sanders play for the dallas cowboys	806110229_14171-15453	On September 9 , 1995 (which fell in Week 2 of that NFL season), Deion Sanders signed a contract with the Dallas Cowboys, but due to the arthroscopic surgery, his debut was in Week 9.
-941624471769513114	what were the three parts of the atlantic slave trade	814649218_19416-20244	The first side of the triangle was the export of goods from Europe to Africa. The second leg of the triangle exported enslaved Africans across the Atlantic Ocean to the Americas and the Caribbean Islands. The third and final part of the triangle was the return of goods to Europe from the Americas.
-7582398786811896909	how much of china did japan take over	843451752_11283-12167	Initially the Japanese scored major victories , capturing both Shanghai and the Chinese capital of Nanking. While Japan ruled the large cities , they lacked sufficient manpower to control China 's vast countryside.
