id	question	doc-id-list	answers
-6649227712614898861	where did the adventures of huckleberry finn take place		
7135753806440864350	where does the copper come from that ends up on the nickel strip		
2096203655536690052	what was the premise of world war 1		
3530307870767210303	what is a mui file in windows 7		
-8405533812634594556	who sings the song happy birthday to ya		
5268931082375394840	who dies in the 7th harry potter book		
3905670766736071846	where did the idea of states come from		
3788269128206610843	what happened to the real dylan desperate housewives		
6445690230506348953	who won an oscar 2 years in a row in the 90s		
421366939111763209	who is the pope and why is he important		
-8863061624907413186	why do we need to study respiratory system		
-4944397317439936485	who stole the cookie from the cookie jar origin		
-1046678775214526932	what was the vision of the national curriculum framework 2005		
-4090288908135011255	a country which exports a lot of rice is called		
663030138657473296	where is the tower bridge and what is special about it		
-7546358502713463785	why is there a little girl in prison in wentworth		
-1484725007369463624	where was the world cup supposed to be		
-3528212194885955985	what is apartheid who imposed apartheid system on south africa		
-1021742800313860822	what card game in lock stock and two smoking barrels		
-2698968290283112064	what is the meaning of the hail mary prayer		
-8422216407789843621	who moved my cheese which character are you		
9154479014060582035	what is the order of movies for marvel		
8473943747373743810	what is the best one hit wonders of all time		
4245448023288535036	why do parrots have rings on their legs		
275409436006028341	who is the girl in star wars force awakens		
-8459297818600252960	where does the money from white poppy sales go		
2041410290286408492	what's the most popular state in the us		
4252015390443014873	how far is montgomery alabama from columbus georgia		
-6602345871270278861	where does glycolysis occur in a bacterial cell		
1535830812723686284	where does the name taco bell come from		
-4552501295029396657	names of the 11 ships in the first fleet		
-8563821367825614727	how did jimmy's brother on better call saul		
7064770311616051114	who played janet's sister on three's company		
4877164319287634126	when is the next kc undercover coming out		
-7816092301827115767	what is the purpose of sovereign wealth fund		
-452109869192552923	what are the names of the hyenas in lion guard		
8412541235631899118	where was indiana jones and the kingdom of the crystal skull filmed		
-8520560709193998489	who urged the passing of the league of nations and wrote the famous fourteen points		
-6732877483550460323	what episode does piccolo come back to life		
8285186799553224542	where did the civil war come to an end		
-1181973697322508640	when was the first time mount rainier erupted		
-7945844040049766866	what are you taking about meaning in hindi		
-3082152167658667226	who wore #86 for the pittsburgh steelers		
8840472422936710682	what is the point of the hammersmith and city line		
-95507613423247701	how do the 6 ecological layers influence provision of education		
-8940403140268399197	what is the level of income inequality in the us		
-7406486479108312770	where do bullets go shot in the air		
7055805429937142877	what is the basis for the quantom mechanical model of the atom		
-4488451591364868329	what channel is food network on verizon fios		
-981999697509694807	where was the treaty to end ww2 signed		
-2193225032179119575	when did the first british come to america		
-3129891149311546912	who gave the most accurate value of pi		
-7182423446100061410	the one where monica cuts off chandler's toe		
8652715960292603427	when did manila become the first international meeting destination in southeast asia		
8652376300058430071	why river indus is called lifeline for pakistan		
7846031103090845166	how is the relationship between the concepts of cognition and nutrition best expressed		
7841578443218826227	when did the cross river gorilla become endangered		
1723485076733692987	what three colonies were formed from the lands originally called carolina		
-1427082627938049591	when does the next season of salem come out on netflix		
-2982873073740723153	when does my hero academia season 2 dub come out		
6343650720921673980	why is sample mean an unbiased estimator of population mean		
1716575699709275419	the federal court system is established under which article of the constitution answers.com		
-3832173564560843913	what filipino value puts one in touch with one's fellow being and is essentially interpersonal		
-1794919827718264787	who played walter briggs on law and order		
-4910394524639437022	y aunque la vida me cueste llorona in english		
1279026515861683865	where is the gobi dessert on a map		
5650036342404316248	how many skeletal muscle fibers do we normally use at any one time		
-3304852074579143428	where are the world's major volcanoes and mountain generally located		
1250167740446419834	where was auf wiedersehen pet series 1 filmed		
-8205180722641072950	in what episode of season 6 does elena remember damon		
4481287579376840658	where was the first us atomic bomb made		
5681107159213311526	who has made the most field goals in the nfl		
4952609896574018355	what is the escape speed at the event horizon of a black hole		
-3298165343849563271	where did monsters under the bed come from		
-5228931657675288447	what is the definition of poverty in the uk		
-3626984088381071308	what os the catcher in the rye about		
5573960442221641127	what powers did the new government claim as free and independent states		
1799092580605869548	who played the mother in the sixth sense		
4394013527564522439	hindi movie chori chori chupke chupke full hd		
-7909352318234576790	where do they get water from in dubai		
3064848586627918467	what color is pumbaa from the lion king		
1952789261594672330	what is the condition to make a triangle		
-4343526138326689941	why do you think the pace of the development of society is not equal everywhere write in four points		
3312163367585632362	is the square root of x an exponential function		
-8488712774706837802	how do ocean floor features such as trenches and mid ocean ridges form		
-1244418889663221291	why was he born so beautiful birthday song lyrics		
-993214533940813438	who plays ac in the oj simpson show		
-1222402514237316688	where does the fellowship of the ring end		
-592426259285194277	who gets to dot the i ohio state		
-4110381907750773908	where do the pearson's live this is us		
2736733824144210911	when does a star fruit tree bear fruit		
-6878195521706317104	where did a city of the middle ages obtain drinking water		
1183879421211740100	when does pam come back to the office season 5		
-476728758407804370	actions states can take that require congressional approval		
1800918411379129240	who pushed for the civil rights act of 1964		
8823007950538389035	what is important about the interior of the temple of abu simbel		
8737600052099460828	what was changed in the canadian national anthem		
4781642480121219997	when was season 3 of the ranch filmed		
1047650338032777228	when do new episode of rick and morty		
8713957871863252463	when does stephen kings new book come out		
3030068325644270156	what president brought us into world war 2		
8983248596987177564	what is the tree of life a symbol of		
23701794456415602	where do you go to my lovely where do you go i wanna know		
8050687591613865761	what kind of car was used for the batmobile		
8171195651587698845	what african country borders the mediterranean sea and the red sea		
8584273964776211245	what is the difference between municipal and common pleas court		
-5681264562424037025	what is a buddhist prayer wheel used for		
2655040904588842318	who drives the monster energy car in nascar		
-5881959832031209955	who played young miranda in haters back off		
-1806336669159960602	where can you get everything is love album		
1318326617082370819	what is halts last name in ranger's apprentice		
1961988203071992664	what is the girl's name in who framed roger rabbit		
-6366159220708690669	where did the december 26 2004 tsunami hit		
8497393292357770247	who does mia marry in princess diaries 2		
-3898708247179386086	what channel is coronation street on in australia		
7888318574736546339	list the 3 steps required to process a pre-mrna into a mature mrna in eukaryotes		
-7278072527876203468	how did the agricultural revolution allow for the industrial revolution to occur		
-7688808815114194158	where does chick fil a get their chicken 2017		
6919316285610628574	who plays the geologist on big bang theory		
-9218487385803704938	how can the social development of a country help to improve its economic development		
-8144823000137042450	in 1860 which political party was the supporter of states rights quizlet		
-3194466665482239053	who bought stocks in standard oil as prices continued to fall		
-311779361934408767	short note on causes of separation of east pakistan		
-277926413189007278	where did the carolina lords proprietors recruit colonies		
-4888285660245798751	the standard of care generally used in cases of negligence is the		
-7611551276596942381	when is keeping up with the kardashian's on		
-8010174112400616328	when does the ncaa basketball schedule come out		
-6661172060452965587	what is 3 phase and 2 phase power		
2599925572170514263	where did the 7 dwarfs get their names		
4802843347491409421	when was the old city of jerusalem built		
411494472585711680	how to calculate percentage of marks of 10th class kerala state board		
-5881565610984665157	who played beth father in when in rome		
-6102607538111689617	when does lucifer season 2 start in uk		
2288883466679994077	who made up the day of the dead		
-6556558481081709330	what is the difference between nagar palika & nagar nigam		
4472490176630163133	how many matches has ronaldo played in his career		
-1682212701622081890	who killed sara in my sister's grave		
824996564391057128	who plays young snow in once upon a time		
3358416146934421261	what is the concealed carry law in texas		
-8951078520112913324	what happened to kelly kapoor in the office		
8222895894584756203	what episode does izzie learn she has cancer		
-4836750993031838988	who sets the price of goods and services in a market economy		
3178786858743620725	how was meroë different from a typical egyptian and kushite city		
-1976336444481029374	what episode of the office is jim asian		
-8459064736045700845	what us president fought in the spanish american war		
-2534493150291612477	what's the point of no mans sky		
-6177987801276569738	why is parliament the supreme law making body		
-213839769203954367	where is pearl harbor located on the world map		
-353017759368920209	what was the first funko pop vinyl figure		
-1279661843379779962	how many g forces is the speed of sound		
-266950911416273546	who played in the 2013 ncaa basketball championship		
-175315207997727753	what helped the united states change back to a peacetime economy		
-2269677745297178208	what type of castle is the tower of london		
881890940320336556	where is rodina located in the late proterozoic		
-774486048458251488	can you have numbers in your legal name		
-5419666233543639334	who won the nobel peace prize from myanmar		
3801433759589824945	what kind of owl is in winnie the pooh		
-4250804562511765889	in the united states and canada it is very important to		
7580746925830782332	the order of keeping up with the kardashians		
-8334574600563602102	what is salary of white house press secretary		
-8090204575569643794	who is the voice of annie on brainpop jr		
-1839951321546378377	where does the term monkey's uncle come from		
-6212758771233929299	why the sound waves are called longitudinal waves		
6359249730634353769	who won last season of dancing with the stars		
-2712906805937501802	who does arizona date in grey's anatomy		
-450924033631076261	where did the name darth vader come from		
-2934581538746911337	what's the difference between wetland and coral reef		
-3307760668396415591	where does the phrase brownie points come from		
9177733833332372917	why do the ninja turtles live in the sewer		
8528940008320350544	when do gas stations stop selling alcohol in arkansas		
-2050430572274474544	where did the saints win their last super bowl		
-3211978884868614388	what are the odds of flipping four heads in a row		
-4657588194725378883	how old is everyone in season 1 of shameless		
-1919528801904896955	is the gulf of mexico salt water or fresh water		
6161557163328184818	what do chin ups and pull ups work		
-3423767843600533336	where was journey to the center of the earth written		
7424828630334058942	how did religious changes in europe and piracy lead to the founding of st. augustine		
8429894302579711478	what cycle of readings is the catholic church on		
6880993492742848139	how many types of bank cards are there		
-1610949806786942575	what is the difference between king and lord		
6836463605422044346	what was the causes of non cooperation movement		
2747795725857254236	who gave the order for the romanov family to be executed		
211716947097653478	who does blair lose her virginity to in the books		
5757581482938787	who has lebron james played in the nba finals		
3871931414177087473	what would you do at this moment lyrics		
-4340076559934318990	what episode is the tournament in dragon ball		
-5501248709394829351	what does the constitution say about debts constructed before the adoption of the constitution		
3661366923272054137	can you take the bar exam in florida without going to law school		
3211473997945711152	what is the belief of the russian orthodox church		
1386771345504631664	where was the person who drew the map of the world standing		
-3295550125805132137	why do they drive on the left in the us virgin islands		
-616926711623432012	who belongs to the san diego unified port district		
-8489962229873822577	how rna is edited prior to leaving the nucleus		
2957232939410181775	why did the new united states have trouble paying its war debts		
-9123968115019413768	what is the history of wells fargo bank		
7575819018834739503	who was allied with germany during world war i apex		
2289657633546006531	what city did the confederacy choose as its capital		
5981328846745224706	who was the united states senator from wisconsin who announced in february 1950		
-3337622205760976007	who is socrates talking to in the republic		
-8046521777449122554	where are rocky mountains located on a map		
-2252541237418614796	where can weathered parent material be found in soil		
4269903448641450565	where did do you know dey way come from		
-5580439273992314890	where was the osage tribe located in missouri		
-6923247165337472574	do you need a license to drive an electric motorcycle		
-5723400627480857958	12. name three factors other than price that might affect the supply of an item		
7226618788296352750	from your screen to your stereo part 2		
-1227782767681663452	what is the biggest earthquake ever recorded in the united states		
-2911759687902653514	what is the cache on a hard drive mean		
-1288474291367551625	what group dominated the government and economy of the netherlands after 1648		
-157975897803936036	blessed is the kingdom of the father and the son and the holy spirit		
-7992981697235016894	where is the bios stored in a computer		
-6224274440197133041	who does skye choose the lodge season 2		
-2563054106573038202	who came up with the declaration of independence		
-136121569751758149	why did maria and angel get divorced on dexter		
-8396974280714561864	when did copper working first appear in europe		
4295675334642347769	what were the results of the norman conquest		
-5629486081305072194	who plays david in the assassination of versace		
6675188788419818575	describe any five features of central highlands of india		
-6528988595803946890	what is the plot for the new star wars movie		
-8664446485759998614	what is the english translation for the chinese word dao as it applies to daoism		
8357094561832465659	when did north vietnam declare war on south vietnam		
2090875245275899681	why is the nuclear membrane considered part of the endomembrane system		
7128582828968856907	the most important event that characterised the swadeshi movement		
7351744912570513914	what episode in grey's anatomy does izzy die		
619104495997408210	when did the first nation come to canada		
-6998237183839630574	what were the dates for the first new deal answers.com		
87297619109564137	when did the cold war take place who was involved and why		
7022966458089743783	who plays the sisters in orange is the new black		
1452262273249206670	why is the idea of an ideal gas untrue or not possible		
5394540058234456897	meaning of the word abomination in the bible		
6521550237225575378	is logan is the last part of xmen		
4790254986576764554	where did the ss great britain sail to		
-8437444604404030234	what is the theme of the left hand of darkness		
7650091685452849300	after texas what is the next likely candidate for american annexation		
1260541209896418955	where does osmosis take place in the human body		
2927812441121343464	given the formula d equals abc what is the formula for c		
8961280012466586268	what is the song don't stand so close to me about		
3560712033383647456	why does xenon have a high boiling point		
-8986513125936451204	is a specific time point in a wave’s cycle		
5823075564362692376	when did the captain america movie come out		
672005429894557061	what statue is on top of the white house		
4495351941233032489	what is meant by asexual reproduction. list its any two different forms		
-8398793591762524782	how did the lords profit from their land		
3505841742093194675	what was movable type used for in china		
7723858280776535286	what plays a key role in digestion by secreting various enzymes that digest four types of food		
5241470604275910384	what does the end of the man in the high castle mean		
-6420131005692078851	the hot and dry summer season of india		
-3421563238449348315	what are the bodies of water that surround the caribbean region		
-7952195259971487674	what did the spanish want to do with the caribbean islands		
7221836895145577890	here right in front of us is the best painting in the exhibit		
1279108805043502144	what is the plot of the book tangerine		
-843156348922823909	when does the new season of marvel's shield start		
-7916439722601621269	where is the white matter located in the brain		
-4217754855856945064	what section of the outline is represented by a. continents of the world		
-9037903347215600299	when was the drink driving law introduced in australia		
4685844215417240648	when did coke first come in a can		
4391206239665268441	the articles of confederation of the united colonies of new england		
7490362631220876404	where were the critical world war i battles fought		
-7748529653244969681	4 lobes of the brain and what they do		
6474885913177086295	where is the house that casper was filmed in		
-6125029296289650679	who do you think you are uk 2015		
-2112523048710813722	what is it is what it is in spanish		
-6616679756160350002	what kind of dog was fang in get smart		
-488170309360997828	what did the greek warrior say when he got out of the wooden horse		
-2970148093248027436	write a note on the elements of romanticism in 'dejection an ode'		
5474689732053901570	how many miles did the khanate of the golden horde stretch from east to west		
-8831355156429021832	what is the difference between large scale production and small scale production		
7685811160124890147	where is the blue nile river located on a map		
-9220372577213585158	who sings im a loser baby so why		
516981028850476308	when does the sydney royal easter show start 2013		
-3071920709384690836	what two mercosur countries are also members of the g-20		
2718092230822220542	where are the less prosperous countries of europe located		
-439243657020700907	where was the tv series pride and prejudice filmed		
738643148191834144	the storage device of sensory memory is called the		
8022728242679087178	what is the elite unit of the air force		
-389545266725198749	why are there two cakes at a wedding		
1473554422440570345	why such kind of charge is produced at the bottom of the van de graff		
-4482625461501189076	what does scroll lock do on windows 10		
-4358258475162458003	where did they film man with the golden gun		
-3959336736867468161	lost kubrick the unfinished films of stanley kubrick		
-2954491617872320085	does michelle from the next step have a twin		
-7031675639147775987	all of the pirates of the caribbean movies in order		
4655215971086657442	where is plasma extracted from the blood supply		
-2771039265014831491	what country was not directly involved in the war of 1812		
7481139359675294037	what new inventions assisted a soldier in manoeuvring on horseback		
-7276823695589835985	meaning of mother mary in let it be		
4649306618257297945	religious site of 'miracles' in bosnia		
-1112744108334718959	why does france no longer have a king		
3961940594954013672	what are the main points of the declaration of the rights of man		
-8207307640230392866	when does next episode of greys anatomy air		
-7363254288924432284	what is your understanding of sustainability when applied to a business		
-1141048813269837163	where is collagen made in the human body		
-4374653575886015241	what are the beliefs of the united church of christ		
8356676957393403385	how old was abner doubleday when he invented baseball		
6261661150589523139	where are the this morning studios moving too		
8057438797921169386	where is the processor located in an imac		
6635488635014114389	who got a junior world record at world championship		
-1307449918553772718	how old was micheal j fox in back to the future		
414290858194902225	who is the girl in the new deadpool movie		
-8939189381480584064	where do river ganga and indus have their origin		
2603348408763493033	who plays the girl guard in orange is the new black		
-4471858148513652318	write a short note on indian national movement		
2779542908333028524	how old are the pll characters in season 1		
-1922102392509203812	what are the different applications of the em radiation		
7215863238702895999	what is the basic postulates of special theory of relativity		
-283231015862348091	why do most chemical reactions never reach 100 completion		
-6262225326391280789	where did the term dishwater blonde come from		
6707576578417530900	when is jurassic world 2 releasing in india		
-1444319758761555237	what is the function of ethanol in transamination reaction		
-2897185099152254785	function of three tiny bones in the ear		
7398673820187145982	the us pursued a policy of isolationism after		
-4226914735674697819	what is a white candle made out of		
-3446638390844888871	how can crossbreeding help save a type of crop plant		
7826887222091050231	what groups opposed the effort to increase public education in the 1800s		
-8192333771677275843	how many dragon ball super episodes are english dub		
3263275927152392878	what actors are in the new mamma mia movie		
1405139334150814586	who went home on last night's episode of ink master		
-2151999730397356946	when did going to the gym became popular		
-7012145687414993988	what was the last episode of love boat		
3346291862974131768	where do the names france and england come from		
-1960664650622221683	the diocese of west yorkshire and the dales		
220845501962073142	what was the grateful dead's biggest hit		
-263468284028602092	in what ways did the framingham heart study gather its data		
237523927476078157	how many earthquakes are there in new zealand each year		
6062741611937269010	who played the big guy in guardians of the galaxy		
7433636439824626419	what happened after the british burned the white house		
-2669815174696203217	summary of the story the merchant of venice		
8335964270317491846	what mutants were in days of future past		
8189244302878555345	what was the impact of the annexation of texas		
-239755631080743597	what does the evil queen in snow white say to the mirror		
-5481502130647772478	do i need a license to buy a rifle in florida		
5714881713051654920	what happened to denise clark of the clark sisters		
3118242954951446580	where was the first cia headquarters building located		
-2966764822250750266	what are the major land features of the desert		
7067005250537981269	who danced with fred astaire in singin in the rain		
3851836487959248004	what happens when you split an oxygen atom		
-6393374668602820200	nefertiti queen of the nile full movie english		
1557342053498919873	how many step pyramids are there in egypt		
-7665348613725160390	snoopy and charlie brown the peanuts full movie		
6371573191800782948	when do michael and sara reunite in season 3		
-2079378826189908955	what happens to oceanic crust at a mid-ocean ridge		
2649884276423179750	is the nile the only river that runs north		
6675575015851463160	when do you get your youtube play button		
-4501714872786665634	what happens with the nanny in one tree hill		
-5355348385608457344	where does the cellulose wall form in the mother cell of the onion root tip		
8850988191825572089	make it 1997 again by science or magic		
1999625125149953212	how do you pronounce miss fisher's first name		
961181543894889513	is the author of the new trade theory		
-936100178702624333	why is the gateway/router ip address is usually the first usable ip address in the network		
-8861157001527692161	when was the world’s first laptop computer introduced in the market and by whom		
5068098534330400763	where is the first in and out located		
-8727332066140551201	how many years of college for bachelors degree		
-8738165017395279658	list 5 elements of the english bill of rights		
4051041334633645943	do all ford explorers have 3rd row seating		
-6500754671287417367	what interval about the mean includes 95 of the data in the survey		
693964776055549593	who believes that the state exists for the individual and not individual for the state		
-3544673918706738537	symbol which indicates the relationship between two values		
-4667211157505451849	why did they change ayers rock to uluru		
-729855042943582898	what is the function of a hypothesis in the scientific inquiry process		
-4935675925791962152	can i play final fantasy 7 on ps2		
-5122623720791757132	what led to the development of the first semi-permanent settlements		
-1739793769690014409	what did britain and the united states agree to in jay's treaty		
-2027789842333735358	where are the members of cali cartel now		
-2754268509029166850	who is going to win the uefa champions league final		
-4401462566462442042	who said we may have awoken a sleeping giant		
-889770478000412086	where did the six million dollar man live		
7912401072111165871	who said we don't write songs we write records		
-7650021571595837433	what is steady state error in pid controller		
-6145588410387886031	where does the term nine line come from		
7986080147947252400	who complained of a missile gap between the united states and the soviet union		
-2164293332196962317	who used factor analysis technique for classification of personality		
3093765123697369502	what is the main purpose of a drying agent		
-8872446947825563930	where did the amazon river get its name		
-3711824373823553260	explain the procedure to test the probe with help of cro		
3294586262920858235	who kills the hound in game of thrones		
3409248960470996306	what kind of rock is the grand canyon made of		
-4245485216128324569	when does negan show up on the walking dead		
8055135223519683669	are there any limits on freedom of speech		
907846244007610280	what is the button on the rear view mirror		
-4399263802679031912	who is a on pretty little liars season 6		
-2268458212347357889	when did the first and second world war happen		
-5664551720836760375	why is it called apple of my eye		
6875232741372708381	who has the power to protect american ships on the high seas		
-7586783290744423741	where are cumulus clouds found in the atmosphere		
5799551546351061354	why do you think that california receives 55 electoral votes		
4260803155477976719	how long will a nucleus undergo radioactive decay		
8721932868395118834	what does the little mexican girl say in the taco commercial		
979463436679854477	what happens in first episode of black mirror		
4005462039715021304	who was involved in the american civil war		
1382034950470780112	how many mother boxes are there in justice league		
6082814108837431637	what is cinderella's real name in the movie		
-7734818121555526607	march on tanjore coast to break salt law		
-7307955683722038651	where was the beginning of gilligans island filmed		
3314729644732586405	when does season 3 gotham start in uk		
-8267169448679974549	what does code abc mean in a hospital		
302689130262721148	what is the si unit used to measure the temperature of a substance		
-4705604925158954542	what is the worst rated film on imdb		
7733684233815960762	the end of the f *** ing world season 2		
3800831956435201323	when do lex and lana get together in smallville		
5804435510679526282	what is a justification for a grand jury		
-3055788524152511834	how does beryllium react with water and hcl		
-8806427193850415747	who sings the song born by the river		
-5395241063605484157	when will the new twenty dollar bill be released		
3731568384337473827	where is jai alai played in the us		
3378079163879573414	how many goals has mbappe scored in the workd cup		
9006217001478488581	what is the high note in nessun dorma		
-2083752352670536627	which of these region(s) on the map were a source of conflict between the u.s. and great britain		
-7300742981006132140	what is on the tail side of a quarter		
3020843410461745637	where did the term dada come from and what does it mean		
8283072343674205268	where did the portugues first establish sugar plantations in africa		
3255184879935716039	when does google take pictures for street view		
3103643041754429297	what is the significance of the flower in blade		
8910663812615725131	how to set a stage for a play		
2934407531968356228	where did the phrase got beef come from		
3522414746894142270	what type of ammo does a glock 19 gen 4 use		
7698741531112540196	sun is shining and the sky is blue what better way		
5957142055732484366	when was the first photograph taken in america		
-2146458946596404197	when did filter cigarettes first appear in australia		
67622558035260203	where is glycogen stored when not needed for immediate energy		
1852735489422122562	what states did not secede from the union during the civil war		
1003247150573878441	where did the decisive early encounters of the civil war take place		
5850190658308837665	what is the difference between t cells and white blood cells		
2924204341070774547	why you say god bless you after a sneeze		
5284530291776564278	what is the song river by bishop about		
-8720412180235251798	where did the renaissance began and what countries did it spread to		
3869697554705761668	what are the two perceived weaknesses of the canadian bill of rights		
2956684073144134865	where did he come from cotton eye joe		
-4165801411456352898	where does the last name real come from		
-7687184309393107629	who began the religious change in england and who carried out the change over several years		
-8972948090591213154	who wants to be a millionaire mark labbett		
7456031505648823140	where is the artic ocean on a map		
-86855138610988231	what is the story of ganesha the elephant god		
571298477117148317	how do you say i like to play video games in french		
2360209745077681502	who is opening for fall out boy 2018		
3503075962441387438	how can we use exclusive-or to convert the binary number of into gray code		
3806598477451619908	who said dream as if you'll live forever		
-8124083224589667082	when did the royal family moved into buckingham palace		
6876453589915823366	what are the lines on clay tennis courts made of		
7005534835966871302	summary of comedy of errors in simple english		
-4157594867874943820	what did the defeat of the spanish armada lead to		
8434560022895324720	what does nord mean in sons of anarchy		
3358558303999132156	who became the leading french artist during the french revolution		
5844475929382899698	what years did dale earnhardt win the winston cup		
-8026471388448903076	where in the world is maldives on a map		
4191915372583165073	when is the next baruto episode coming out		
-5595673767272591247	what was wrong with the jamestown settlement site		
-3990745698700777200	where did made in chelsea go in ibiza		
-3611054181141825728	where did the colors of the american flag come from		
6770165565608650054	who is in district 1 in the hunger games		
6803185021541951826	where does the term hell in a handbasket come from		
-3957825493054679910	how wide and deep is the euphrates river		
4327408008376369426	what is dei verbum and why was it written		
-3344609701278560115	how old are the characters in game of thrones season 1		
-1119726818040629112	how much is one p in american money		
-4635505376553094920	who owns the copyright to game of thrones		
238233005811478220	where does most of the business of the house take place		
-1985186045509485927	what were the causes and effects of the women's march on versailles in october 1789		
1961285683949521955	sam smith i know i'm not the only one		
1896003585084108027	where do america's got talent auditions at		
-2254071376462054346	when does the wrestling observer newsletter come out		
-252554792241963420	how many train travels between india and pakistan		
5050585328151965415	what is the distance between uk and france		
614737649920840043	who deserves credit for popularizing and developing pragmatism and philosophy		
-6901633389924097968	where did the supreme leader in star wars come from		
-3951185399724568997	where in bonaventure cemetery is the bird girl		
3543740592457498204	when did lego release the mindstorms robotics invention system 2.0		
3067822953855565456	where is the drive store located and what 3 items does it include		
-3744885522025969903	what term is used to describe a pair of homologous chromosomes		
2692687392354096954	what does the movement of air masses cause		
5940637869995634552	how were muslim states governed in the early middle ages		
-5481067049984901763	how long is the 9th street bridge in ocean city nj		
1435363556684334955	why are haiti and dominican republic separate countries		
5156885577377908382	where do birds feet go when they fly		
3165661876585956835	how far is andrews tx from lubbock tx		
-7775776730545771549	when did the tower of london stop being a prison		
-2244288448599819353	what is the procedure to print indian currency		
5941844683715152105	what are the titles of all the star wars movies		
3427858500109783729	when does the next muppet movie come out		
-7811551177316458351	how can you tell the age of a french car		
-102741997937271366	where do you find oil fields in canada		
7680128339206087777	who attacked rafe on days of our lives		
-4101394400047949239	what mountain range divides southern asia from the far east		
-2848840264829887566	can you grow a beard in the us navy		
-6522777171223160963	what type of forces act through field of influence		
5906884251188180184	how can time slow down at the speed of light		
2515603261204716844	when does nathan come back in gossip girl		
-6945135603263216628	where is water not reabsorbed in the nephron		
-1007699138425952139	when was series 8 ex on the beach filmed		
5744829512454285987	what are some provisions of the 14th amendment		
2647363112218610356	where is buddhism widely practiced today open study		
1913803282446505651	where did the fortress of solitude come from		
-915412014915413591	in germany give(s) employees the right to participate in personnel decisions		
1155794800775695725	what kind of animal is king julian's friend		
-2623628381486944329	what is the weather in london year round		
-6603849494755371164	a mac address is used on what layer of the osi model		
388511700029490670	who sang the power of love in the 80s		
-4863825561638568960	how do you score in the card game golf		
2276851163977381211	who was president of india when first nuclear explosion was tested		
-6797257520949769923	when do springer spaniel puppies open their eyes		
4560756758159043697	what two materials were used to make the statue of athena		
4131923682895595328	when will the rest of attack on titan be dubbed		
-664975905741279498	who plays longmire's girlfriend in season 2		
3843744544523808989	where do eggs go on the food pyramid		
-8890683680919331704	how many years are there in hogwarts mystery game		
-7024805125270643104	what was the score of the rose bowl today		
3896162643365145281	is it illegal to use a different name		
6563444726939342382	why did iranian students capture the american embassy		
-4317134192473940284	what is a magnetar and how strong is it		
135174155477504133	what's the difference between superior court and district court		
-4954293091437156651	where did the expression kit and kaboodle come from		
-4177245905267416494	who were the members of the jacobins club		
9101410776093025824	how long did the battle of yorktown last		
8461489625329623812	where do you find semilunar valves and how do they differ from a/v valves		
-7768979285111358374	what kind of animals are at yellowstone national park		
5853911380401742450	who have the bills lost to this season		
7660078565390542406	what is the mascot of the cleveland browns football team		
-114187757946350696	what is the main food in puerto rico		
-6602117840080499786	what is the meaning of the word patel		
-9129912463537677646	what episode of vampire diaries does elena and damon start dating		
5605233405482134152	why are committees important when congress makes laws		
-4027113180876925284	to what extent did the federalist era leave the united states a stronger nation		
-7548687821382190618	when did america win the war of independence		
6751442335231966979	what is the function of menu bar in microsoft excel		
-7780101362276816731	what was the cause of the bangladesh liberation war		
-1802819139014536603	the processing organization and interpretation of sensory signals		
4443934837444205228	where does the last name zatarain come from		
-4566793694251506327	where does dorothy end up after the tornado		
-1043444828657934436	how old is ian in season 3 of shameless		
513739432796295920	why do they call it a livery stable		
1733377861289359028	what two places on earth are there nothing but circumpolar stars		
6362198986050776154	who played scarlett o hara and rhett butler in gone with the wind		
5796964838181874485	what resulted from the work of the federal housing authority (fha) established in 1934		
-3820402660340484401	what happened to bulk and skull from power rangers		
7378599392979884536	who plays the canadian guy in grown ups		
6385005155510140801	where do the hormones in birth control come from		
7403100429093936688	who won band of the year 2018 in south		
-5623441403126584385	what is the purpose of a loading control in a western blot		
3382118956887022690	when will the last 16 of the world cup be played		
-3117133491089610415	why does you by the 1975 have a gap		
-6543860628350223698	where did jim from the office go to college		
8999568513816295231	who discovered that fluoride is related to the prevention of dental caries		
6171808821335631864	where does a bald eagle live in it habitat		
101805580542204126	where does the road to the white house start		
-2235307689934477782	who fly past on red fort in 1947		
-5070977222581972681	who claimed the hudson river and new york		
8652310096968164860	where do we come from what are we where are we going museum of fine arts boston		
-6106385550781287127	where did the saying price of tea in china		
-2430174562394272508	describe the government that replaced the national convention		
-700670801081974079	where does north south east and west come from		
-4387008905306880249	why does charlie need medication in gossip girl		
-6755114824325139830	a group of stars found in the constellation leo		
6975517892640042369	sources of benzo a pyrene in the environment		
5579018357307100090	what is the axe description of the chlorine pentafluoride clf5 molecule		
7711174601919571157	when does zac find out they are mermaids		
1751227818965014520	who is sponsored by jordan in the nba		
1030225883420675622	where did the expression flipping the bird come from		
1873411263217768508	two sample t-test unequal variance degrees of freedom		
-7463091790522661801	what is most likely the most important council for the roman catholic church		
-5867577657022994996	who sang let's get down to business		
-2237459180695752754	the brave season 1 episode 14 release date		
-8135436417356507322	what was the order of horses in the kentucky derby		
7785623313892385801	what are royal stewart black watch and clan munro		
-4754057600427934402	where does highway 1 start and end canada		
4841308204360119472	what was the primary technique of archaic vase painting		
-1629871092534548035	culture of the story the hunchback of notre dame		
-4362426466607277039	in ramcharitramanas who said to whom mangal bhavan amangal hari		
-552595909137851791	who was involved in the great railroad strike of 1877		
